sl_style,sl_localisation,sl_nb_chambre,sl_taille,sl_prix,sl_paragraphe,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_annee,sl_etage,sl_hauteur,sl_ascenseur,sl_vue,sl_cave,sl_parking,sl_chemine,sl_exposition,sl_balcon,sl_terrasse,sl_gardien,sl_travaux,sl_neuf,sl_parquet,sl_cuisine,sl_vis_a_vis,sl_jardin,sl_piscine,sl_nb_piece
Appartement,,1 chambre,"40,3m²",590 000 €,"2 PIÈCES 40 m² + TERRASSE PRIVATIVE 29 m² BOULAINVILLIERS Dans un bel immeuble Haussmannien, 2 pièces au rez-de-chaussée sur cour, d'une superficie de 40.30 m² carrez, avec jouissance exclusive et privative d'une terrasse de 29 m², entièrement refait à neuf, composé d'un séjour, d'une cuisine aménagée et équipée, d'une chambre, et d'une salle de bain avec un WC séparé à l'entrée. Un cabanon de 3.5 m² complète ce bien ! RARE SUR LE SECTEUR ! Copropriété de 30 lots (Pas de procédure en cours). Charges annuelles: 1160.00 euros.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1900,Non reference,Bâtiment de 6 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,1 Terrasse,Non reference,Non reference,Non reference,Non reference,Cuisine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,3 chambres,"176,51m²",2 195 000 €,"EXCLUSIVITÉ- RARE A LA VENTE ET SECTORISATION TRÈS RECHERCHÉE- AU COEUR DE PASSY- Profession Libérale autorisée dans l'immeuble. Magnifique Cinq pièces avec fort potentiel possédant tout le charme de l'ancien d'une superficie 176,51 m² Carrez situé au 2ème étage avec ascenseur d'un très bel immeuble ancien (1933) de standing gardienné et sécurisé. Ce bien d'exception se compose d'une galerie d'entrée, une triple réception de 74,28 m² côté rue avec jolie vue semi dégagée, deux belles chambres à l'arrière au calme de 17,26 m², 19,81 m² et possibilité de créer une troisième chambre, une belle cuisine dinatoire de 16,62 m² proche du séjour indépendante aménagée, deux salles de bains et deux WC dont un séparé, possibilité de créer un troisième point d'eau ou buanderie, Nombreux rangements. Excellente distribution des pièces. Très belle hauteur sous plafond de 3,18m, parquet sous moquette à récupérer et moulures. Stores électriques. Une belle cave au 1er sous-sol bétonnée d'environ 8 m² avec branchement électrique, un grand box au 1er sous-sol pouvant accueillir tout type de véhicule d'environ 20 m² avec branchement électrique ainsi qu'une chambre de service de 9,76 m² au 2ème sous-sol sans ascenseur comprenant un point d'eau complètent ce bien rare. Travaux à prévoir. A VOIR AU PLUS VITE !! Prix: 2195000.0 euros, Net vendeur: 2120000.0 euros, Honoraires charge acquéreur: 3.54 %TTC.",Non reference,2 Salles de bain,2 Toilettes,Non reference,Au 2ème étage,Non reference,Ascenseur,Vue,Cave,1 Parking,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,,1 chambre,"36,11m²",490 000 €,"Exclusivité LAFORET. Paris XVI, Trocadero, Rue de Beethoven, à 3 minutes du Métro ligne 6 et à 7 minutes du Métro ligne 9. Venez visiter ce superbe et lumineux 2 pièces situé au dernier étage d'un bel immeuble ancien. Ayant fait l'objet d'une magnifique rénovation respectant le charme de l'ancien vous serez conquis par ses prestations de qualités. L'appartement se compose d'un salon baigné de lumière avec une cuisine ouverte aménagée, une chambre au calme avec de nombreux rangements, une belle salle de douche avec WC. Vue dégagée et sans vis à vis. Coup de coeur assuré, aucun travaux à prévoir.",Non reference,Non reference,1 Toilette,Non reference,Au 6ème étage,Bâtiment de 6 étages,Non reference,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,,3 chambres,103m²,1 030 000 €,Opportunité - Appartement de cinq pièces doté de trois chambres + chambre de service + box automobile + cave.,1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1930,Au 3ème étage,Non reference,Ascenseur,Vue,Cave,1 Parking,Non reference,Orientation Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,,9m²,14 333 € / m²,129 000 €,"Passy - auteuil 75016 / studio 8.89 m² carrez / 23m3 / 10 m² au sol - le cabinet br immobilier vous propose en exclusivité ce charmant studio de 8.89 m² carrez (10 m² au sol et 23m3) en très bon état, au dernier étage d'un bel immeuble haussmannien, bien entretenu, avec gardienne. Le studio se compose d'un espace de vie, d'une kitchenette et d'une douche. L'appartement est lumineux et bénéficie d'une belle vue Tour Eiffel !",1 Salle d'eau,Non reference,Non reference,Non reference,Non reference,Bâtiment de 7 étages,Non reference,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine coin cuisine équipé,Non reference,Non reference,Non reference,1 pièce
Appartement,,1 chambre,36m²,547 000 €,"Pied à terre - dernier étage Superbe appartement au dernier étage d'un immeuble du seizième arrondissement. Ce pied à terre idéal a fait l'objet d'une ambitieuse rénovation (alarme, meuble sur mesure, climatisation réversible, chauffage individuel, cuisine aménagée, double vitrage, nombreux rangements..). Les aménagements sont de très haute qualité, les matériaux utilisés sont raffinés. L'appartement comprend un salon avec bibliothèque, une cuisine, une chambre au calme, une belle salle de douche. Jolie vue. Ce bien est dans un état neuf, aucun travaux n'est à prévoir. L'installation d'un ascenseur est possible. Le quartier est vivant et commerçant les transports sont à proximité. Réf. Annonce: 3354679.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Non reference,Non reference,Ascenseur,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,2 pièces
Appartement,,2 chambres,"73,89m²",829 500 €,"3 PIÈCES 74 m² - BELLES FEUILLES - MEXICO Au coeur du 16ème nord, sur la rue commerçante des Belles-Feuilles, et à deux pas de la place de Mexico, dans un immeuble récent, appartement au 3ème étage avec ascenseur, d'une superficie de 73.89 m² carrez, traversant sur rue et cour, de 3 pièces, composé d'une entrée, d'un séjour, d'une cuisine indépendante aménagée et équipée, de 2 grandes chambres, et d'une salle de bain, avec un WC séparé. VENDU LOUÉ / 1687 euros hors charges et 1997 euros charg. Comp. RARE SUR LE SECTEUR ! Dont 5.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 28 lots (Pas de procédure en cours). Charges annuelles: 2616.00 euros.",Non reference,1 Salle de bain,1 Toilette,Non reference,Au 3ème étage,Bâtiment de 5 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,3 pièces
Appartement,Quartier Porte Dauphine,3 chambres,121m²,2 100 000 €,"Paris 16ème-Victor Hugo-Impasse privée. Dans un immeuble ancien 1900 de standing un appartement par étage: aux 2 derniers étages appartement de 5 pièces de 121m² en très bon état. Il se compose au 5ème étage d'une entrée, d'une double réception donnant sur un large balcon-terrasse filant avec vue sur Tour Eiffel.",1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1900,Au 5ème étage,Bâtiment de 6 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Est,19m² Balcon,1 Terrasse,Gardien,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Auteuil Nord,3 chambres,157m²,2 350 000 €,Paris 16o Auteuil - Suchet: Vues Panoramiques,Non reference,2 Salles de bain,Non reference,Non reference,Au 10ème étage,Non reference,Ascenseur,Non reference,12m² Cave,Non reference,Non reference,Non reference,1 Balcon,1 Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Porte Dauphine,3 chambres,226m²,2 970 000 €,APPARTEMENT Paris 16 - VUES PANORAMIQUES,2 Salles d'eau,2 Salles de bain,4 Toilettes,Non reference,Au 6ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Est,3 Balcons,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée équipée,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Auteuil Sud,2 chambres,87m²,980 000 €,EXCLUSIVITÉ: EXCELLENT PLAN //BALCONS// ENSOLEILLÉ.,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1979,Au 4ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,4m² Cave,Non reference,Non reference,Non reference,11m² Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine américaine,Non reference,Non reference,Non reference,3 pièces
Appartement,Quartier Auteuil Sud,32m²,11 250 € / m²,360 000 €,"75016 Paris – PORTE DE Saint CLOUD - STUDIO 32 m² AU CALME SUR COUR - EffiCity, l'Agence qui estime votre bien en ligne, vous propose ce studio situé au 1er étage d'un immeuble très bien entretenu, avec GARDIEN, d'une surface de 32,04 m² Carrez. Il se compose d'une entrée avec PLACARD, d'une pièce à vivre de plus de 20 m², d'une cuisine aménagée, d'une salle de bains et d'un WC séparé. PARQUET et RANGEMENTS. Ce studio donne sur une grande cour AU CALME. Il se situe à 2 minutes à pied du MÉTRO PORTE DE Saint-CLOUD, à 5 minutes de tous les commerces. Eau chaude et chauffage collectifs.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1952,Au 1er étage,Non reference,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,1 pièce
Appartement,Quartier Muette Nord,1 chambre,63m²,790 000 €,"Deux pièces métro MUETTE Dans un quartier calme et commerçant, proche de toutes commodités, rue de Boulainvilliers, dans un immeuble de bonne architecture milieu des années soixante-dix, aux parties communes fonctionnelles et très bien entretenues par un gardien. Au deuxième étage, un appartement de deux pièces comprenant une entrée, un séjour largement ensoleillé exposé sud-ouest avec un balcon de plain-pied, une cuisine indépendante, une chambre, une salle de bain avec WC, une cave. Travaux de rafraîchissement à prévoir.",Non reference,Non reference,Non reference,Année de construction 1975,Au 2ème étage,Bâtiment de 6 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Sud-Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Muette Nord,4 chambres,266m²,2 300 000 €,"LA MUETTE - OCDE | Exclusivité | 6 Pièces, 4 Chambres, 3 salle de bains | Appartement de 225 m² + garage de 21 m² avec accès direct et indépendant + 2 chambres de service de 10m² chacune.",1 Salle d'eau,2 Salles de bain,2 Toilettes,Année de construction 1907,Non reference,Non reference,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,6 pièces
Appartement,Quartier Muette Sud,1 chambre,"43,46m²",535 600 €,"RAYNOUARD - MAISON DE LA RADIO - Au sein d'un très bel immeuble art déco avec gardien, nous vous proposons un appartement de type 2 pièces d'une surface de 42,98 m² carrez au 3ème étage avec ascenseur. Il se compose d'une entrée, un séjour sur balcon, une cuisine indépendante (US possible) avec espace buanderie, une belle chambre, une salle d'eau avec WC, cave en sous-sol. Hauteur sous plafond de 2m72. PLAN IDÉAL / BEL IMMEUBLE / BON ÉTAT. LE PORT DU MASQUE est obligatoire pendant les visites (fourni par l'agence) 535600 euros (515000 euros Hors Honoraires) - Honoraires: 4 % TTC à la charge de l'acquéreur inclus.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1934,Au 3ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,1 Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Nord,2 chambres,"85,47m²",976 000 €,"Paris 16ème- Appartement de 85.47 m² au 6ème étage avec balcons, vue dégagée et belle luminosité. Quartier Avenue de Versailles- Pont de Grenelle- Maison de la radio.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1930,Au 6ème étage,Bâtiment de 8 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Ouest,6m² Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Muette Nord,6 chambres,225m²,2 780 000 €,- JARDIN DU RANELAGH -,1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1850,Au 2ème étage,Non reference,Non reference,Non reference,7m² Cave,Non reference,Non reference,Orientation Est,Non reference,1 Terrasse,Gardien,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,9 pièces
Appartement,Quartier Muette Nord,4 chambres,"156,85m²",2 205 000 €,"Quartier PASSY /TROCADERO au 3ème étage ascenseur. D'un immeuble de très bon standing, un appartement de 6 pièces. A moderniser. Plan classique, 4 chambres. 2 salles de bains, WC indépendants. Chambre de service au 6e ascenseur avec point d'eau, WC sur le palier juste à côté. Travaux réalisés: ravalement, ascenseur aux normes. Surface de 148 m² + 11 m² chambre de service.",Non reference,2 Salles de bain,Non reference,Année de construction 1900,Au 3ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,6 pièces
Appartement,Quartier Auteuil Sud,2 chambres,96m²,1 150 000 €,"Un appartement exceptionnel Quai Louis Blériot, vue sur Seine ! Un beau 4 pièces de 95,8 m² entièrement refait à neuf. Au 3ème étage avec ascenseur d'un immeuble moderne. Il est composé d'une entrée, une cuisine semi ouverte entièrement équipée, un vaste double séjour donnant sur un balcon de 6,2 m², deux belles chambres, chacune avec sa salle de bain, un WC d'invités, une buanderie. Très bien agencé, sans perte d'espace. Lumineux, traversant, avec une vue dégagée sur Seine. Une cave et une place de parking complètent ce bien. Un vrai bijou au coeur du 16ème sud !",2 Salles d'eau,2 Salles de bain,3 Toilettes,Année de construction 1955,Au 3ème étage,Bâtiment de 14 étages,Ascenseur,Vue,9m² Cave,1 Parking,Non reference,Non reference,6m² Balcon,Non reference,Gardien,Non reference,Refait à neuf,Non reference,Cuisine américaine,Non reference,Non reference,Non reference,4 pièces
Appartement,Quartier Muette Nord,5 chambres,288m²,3 400 000 €,TROCADERO.,1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1890,Au 3ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,7 pièces
Appartement,Quartier Porte Dauphine,4 chambres,"169,23m²",1 965 000 €,"16ème. Proximité Foch. Immeuble récent standing étage élevé. Appartement composé de: entrée, double réception avec beaux volumes, 4 chambres, salle de bain avec WC, salle de douche, WC invité, dressing, cuisine avec cellier. Un STUDIO de 11 m² (à 110 000 euros en sus du prix), un BOX (à 60 000 euros en sus du prix) et une cave complètent ce bien. Excellent plan. Lumineux et calme. Sectorisation Janson de Sailly. RER E et ligne n° 1. Dont 3.10 % honoraires TTC à la charge de l'acquéreur. Copropriété de 50 lots. Charges annuelles: 9000.00 euros.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1960,Au 5ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Porte Dauphine,3 chambres,140m²,1 660 000 €,"Iad France - Nathalie POUILLY vous propose: En exclusivité - Quartier TROCADÉRO / MUETTE NORD (Secteur Janson de Sailly) - Au 1er étage d'un immeuble en PIERRE-DE-TAILLE avec gardien, dans une rue calme, bel appartement traversant de 140 m² environ, en PARFAIT ÉTAT, composé d'une galerie d'entrée, d'un salon et d'un séjour avec parquet, moulures et cheminée (double séjour possible), d'une cuisine dinatoire aménagée et équipée, de 2 chambres (possible 3), d'un dressing, de 2 salles d'eau, et d'un WC séparé. Une grande cave et une petite cave complètent le bien. PROFESSION LIBÉRALE POSSIBLE.",2 Salles d'eau,Non reference,1 Toilette,Année de construction 1900,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine américaine équipée,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Muette Nord,1 chambre,"44,89m²",510 000 €,"A 3 mn de la Place du Trocadéro, calme absolu pour cet appartement de 44,80 m², situé au 3ème étage sans ascenseur d'un immeuble de 1900, ce beau 2 pièces offre une vue dégagée sur une grande cour côté cuisine et séjour, et sur le cimetière de Passy côté chambre.",1 Salle d'eau,Non reference,1 Toilette,Année de construction 1900,Au 3ème étage,Bâtiment de 5 étages,Non reference,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Parquet,Cuisine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Muette Sud,1 chambre,34m²,538 000 €,"PASSY. Un superbe duplex de 34 m² avec une terrasse privée de 13 m² sur le toit, situé dans un quartier très recherché de Notre-Dame de Passy. Au deuxième et troisième étages d'un immeuble ancien du XIXe s. Il est composé d'une chambre avec sa salle de douche (WC séparé). A l'étage supérieur un séjour et une cuisine donnent accès à une terrasse privative sur le toit. Bien atypique. En bon état. Calme et lumineux. À voir rapidement !!",Non reference,1 Salle de bain,1 Toilette,Année de construction 1890,Au 2ème étage,Bâtiment de 5 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Sud-Est,13m² Balcon,1 Terrasse,Non reference,Non reference,Refait à neuf,Non reference,Cuisine américaine,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Sud,1 chambre,57m²,560 000 €,Paris 16ème- AUTEUIL SUD- 57m2- VUE DÉGAGÉE ET LUMINEUX,Non reference,,,Année de construction 1960,Au 2ème étage,Bâtiment de 9 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Sud-Ouest,1 Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Chaillot,5 chambres,"349,5m²",4 500 000 €,"SPLENDIDE duplex en parfait état, comme une maison dans Paris, dans un immeuble en pierre de taille de grand standing, très bel appartement familial et de réception, calme et ensoleillé, en étage élevé avec ascenseur, composé au niveau zéro d'une galerie d'entrée desservant un vaste salon avec une cheminée, une grande salle à manger et une très grande cuisine dînatoire avec un coin bureau, une suite parentale avec salle de bains (baignoire, douche, double vasque, WC) et dressing, WC d'invité et de très nombreux placards. Un très bel escalier en marbre emmène au niveau 1 où vous découvrirez un majestueux salon lambrissé avec un plafond céleste en peinture (3,70 m hauteur sous plafond) ouvrant sur un balcon, 3 chambres avec chacune une salle de bains/WC ou une salle de douche, un très grand bureau pouvant être transformé aisément en 2 chambres supplémentaires, une buanderie lingerie et un WC individuel. Une grande cave, un vaste box fermé au sous-sol et une chambre de service de 10,81 m² au 7ème étage avec ascenseur complètent cet ensemble. Parquet, moulure et cheminées contribuent au charme de cet appartement. Immeuble idéalement situé géographiquement et bien sécurisé avec gardienne, code et interphone. Charges mensuelles 800 euros, comprenant le chauffage et l'eau chaude.",2 Salles d'eau,2 Salles de bain,5 Toilettes,Année de construction 1900,Au 6ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Est,1 Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,8 pièces
Appartement,Quartier Chaillot,5 chambres,"349,5m²",4 500 000 €,"SPLENDIDE duplex en parfait état, comme une maison dans Paris, dans un immeuble en pierre de taille de grand standing, très bel appartement familial et de réception, calme et ensoleillé, en étage élevé avec ascenseur, composé au niveau zéro d'une galerie d'entrée desservant un vaste salon avec une cheminée, une grande salle à manger et une très grande cuisine dînatoire avec un coin bureau, une suite parentale avec salle de bains (baignoire, douche, double vasque, WC) et dressing, WC d'invité et de très nombreux placards. Un très bel escalier en marbre emmène au niveau 1 où vous découvrirez un majestueux salon lambrissé avec un plafond céleste en peinture (3,70 m hauteur sous plafond) ouvrant sur un balcon, 3 chambres avec chacune une salle de bains/WC ou une salle de douche, un très grand bureau pouvant être transformé aisément en 2 chambres supplémentaires, une buanderie lingerie et un WC individuel. Une grande cave, un vaste box fermé au sous-sol et une chambre de service de 10,81 m² au 7ème étage avec ascenseur complètent cet ensemble. Parquet, moulure et cheminées contribuent au charme de cet appartement. Immeuble idéalement situé géographiquement et bien sécurisé avec gardienne, code et interphone. Charges mensuelles 800 euros, comprenant le chauffage et l'eau chaude.",2 Salles d'eau,2 Salles de bain,5 Toilettes,Année de construction 1900,Au 6ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Est,1 Balcon,Non reference,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,8 pièces
Appartement,Quartier Porte Dauphine,4 chambres,"169,23m²",1 965 000 €,"16ème. Proximité Foch. Immeuble récent standing étage élevé. Appartement composé de: entrée, double réception avec beaux volumes, 4 chambres, salle de bain avec WC, salle de douche, WC invité, dressing, cuisine avec cellier. Un STUDIO de 11 m² (à 110 000 euros en sus du prix), un BOX (à 60 000 euros en sus du prix) et une cave complètent ce bien. Excellent plan. Lumineux et calme. Sectorisation Janson de Sailly. RER E et ligne n° 1. Dont 3.10 % honoraires TTC à la charge de l'acquéreur. Copropriété de 50 lots. Charges annuelles: 9000.00 euros.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1960,Au 5ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Ouest,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine aucune,Non reference,Non reference,Non reference,5 pièces
Appartement,Quartier Muette Nord,1 chambre,"28,58m²",385 000 €,Rue Alberic Magnard/OCDE/Muette,1 Salle d'eau,Non reference,1 Toilette,Année de construction 1980,Non reference,Bâtiment de 5 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Sud-Est,Non reference,Non reference,Gardien,Non reference,Refait à neuf,Non reference,Cuisine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Sud,1 chambre,58m²,550 000 €,"Paris 16 - Beau produit d'investissement occupé Quartier Exelmans, en étage élevé, dans un immeuble parfaitement entretenu, avec gardienne et deux ascenseurs, un 2/3 pièces clair, calme, comprenant un séjour avec grande baie vitrée exposé Est, une chambre, une alcôve/bureau, une cuisine indépendante équipée (possibilité cuisine américaine), une salle d'eau, un WC indépendant et une cave. Proche des commerces et du marché de l'avenue de Versailles et nombreux transports à proximité immédiate. Charges de copropriété annuelles: 2210 euros Prix affiché honoraires inclus. Honoraires: 5 % TTC à la charge de l'acquéreur Nb. De lots principaux dans la copropriété: 40 dont 4 locaux d'activité. Pas de procédure (Occupé jusqu'en septembre 2021).",Non reference,Non reference,Non reference,Année de construction 1959,Non reference,Bâtiment de 5 étages,Ascenseur,Vue,Cave,Non reference,Non reference,Orientation Est,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,2 pièces
Appartement,Quartier Auteuil Nord,1 chambre,41m²,425 000 €,"Maison de la Radio, Avenue Théophile Gautier, IMMEUBLE PIERRE DE TAILLE",Non reference,Non reference,1 Toilette,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Non reference,Cuisine coin cuisine,Non reference,Non reference,Non reference,2 pièces
Appartement,,4 chambres,249m²,6 000 000 €,"Appartement 7 pièces Trocadéro, au 2ème étage d'un immeuble ancien (19ème siècle) comprenant: galerie d'entrée, double réception avec balcon offrant une belle vue sur jardins du Trocadéro et de la Tour Eiffel, magnifique salle à manger, 4 chambres avec leur salle de bain et dressing, cuisine et office. L'appartement bénéficie de 2 places de parking, d'une cave et d'une chambre de bonne de 10 m² au 6ème étage. L'immeuble parfaitement sécurisé donne sur une voie privée. Cet appartement en parfait état et luxueusement décoré est vendu intégralement meublé.",1 Salle d'eau,2 Salles de bain,4 Toilettes,Année de construction 1920,Au 2ème étage,Non reference,Ascenseur,Vue,Cave,3 Parkings,Non reference,Non reference,1 Balcon,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine séparée,Non reference,Non reference,Non reference,7 pièces
Appartement,,1 chambre,"86,21m²",950 000 €,"Quartier Ranelagh, boulevard Suchet, idéal pour sociétés de services. Surfaces commerciales de 86,21 m² avec deux entrées sur le même palier situé au rez-de-chaussée d'un immeuble semi récent. Ces deux lots (35,95 m² et 50,29 m²) sont équipés d'une cuisine US, de salles de douches et de toilettes séparés. Clair et calme, vue dégagée. Belles parties communes. Accès autoroutiers à proximité. Métro ligne 9, bus 32. Copropriété de 141 lots.",2 Salles d'eau,Non reference,2 Toilettes,Année de construction 1960,Non reference,Non reference,Non reference,Vue,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Parquet,Cuisine américaine,Non reference,Non reference,Non reference,3 pièces
Appartement,,1 chambre,"44,59m²",455 000 €,"En face du marché de l'avenue de Versailles, Les Parisiennes vous proposent un 2 pièces lumineux, refait à neuf au 5ème et dernier étage de 44,59 m² Loi Carrez. Comprenant un beau séjour avec cuisine américaine équipée, chambre exposition Est et son balconnet, salle de bain, une cave complète cebien. Décoration faite avec avec beaucoup de goût, coup de coeur des Parisiennes !",Non reference,1 Salle de bain,Non reference,Année de construction 1900,Au 5ème étage,Bâtiment de 5 étages,Non reference,Non reference,4m² Cave,Non reference,Non reference,Non reference,1m² Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine américaine équipée,Non reference,Non reference,Non reference,2 pièces
Appartement,,1 chambre,86m²,1 150 000 €,"Passy, dans une rue très recherchée, les Parisiennes vous proposent un appartement d'environ 86 m², situé au deuxième étage. Il est actuellement composé d'une cuisine indépendante, d'un séjour d'environ 35 m² avec bibliothèque, d'une grande chambre attenante à un dégagement important qui vous permettra de créer une seconde chambre à moindre coût. Un grand balcon de 17 m² complète ce bien. Possibilité d'acquérir en sus, un box fermé. Ce bien nécessite des travaux de modernisation.",Non reference,1 Salle de bain,1 Toilette,Année de construction 1972,Au 2ème étage,Bâtiment de 8 étages,Non reference,Non reference,Non reference,Non reference,Non reference,Orientation Sud-Est,17m² Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Cuisine séparée,Non reference,Non reference,Non reference,3 pièces
Appartement,,2 chambres,"92,23m²",1 150 000 €,"Dans un joli immeuble ancien de 1910, appartement de 92,23 loi carrez avec 1 cave. Situé au 1er étage surélevé très lumineux, dans une résidence sécurisée avec gardien. Il offre un double-séjour d'environ 35 m² avec parquet, moulures et cheminée. Cuisine indépendante donnant sur une petite terrasse d'agrément. 2 belles chambres, dressing, salles de bains, salle de douches. Bon état général. Emplacement très recherché, proche des écoles, métro et bus. Localisation école Jean-Bathiste Say.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1910,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Orientation Sud-Est,Non reference,1 Terrasse,Gardien,Non reference,Non reference,Parquet,Cuisine séparée équipée,Non reference,Non reference,Non reference,3 pièces
